movie_id|title
2074.0|Flirting With Disaster (1996)
27793.0|NeverEnding Story III, The (1994)
290157.0|Jupiter's Wife (1994)
110972.0|Pie in the Sky (1996)
11863.0|Jade (1995)
9101.0|Down Periscope (1996)
5757.0|Man of the Year (1995)
9302.0|Up Close and Personal (1996)
11000.0|Birdcage, The (1996)
16388.0|Brothers McMullen, The (1995)
9737.0|Bad Boys (1995)
30765.0|Amazing Panda Adventure, The (1995)
10474.0|Basketball Diaries, The (1995)
22279.0|Awfully Big Adventure, An (1995)
30157.0|Amateur (1994)
568.0|Apollo 13 (1995)
11780.0|Rob Roy (1995)
34996.0|Addiction, The (1995)
414.0|Batman Forever (1995)
649.0|Beauty of the Day (Belle de jour) (1967)
1873.0|Beyond Rangoon (1995)
5894.0|Blue in the Face (1995)
1775.0|Canadian Bacon (1995)
8839.0|Casper (1995)
20649.0|Clockers (1995)
10329.0|Congo (1995)
8963.0|Crimson Tide (1995)
26564.0|Crumb (1994)
8068.0|Desperado (1995)
8512.0|Devil in a Blue Dress (1995)
1572.0|Die Hard: With a Vengeance (1995)
13552.0|Doom Generation, The (1995)
6520.0|First Knight (1995)
9073.0|Free Willy 2: The Adventure Home (1995)
10428.0|Hackers (1995)
17447.0|Jeffrey (1995)
9886.0|Johnny Mnemonic (1995)
9482.0|Judge Dredd (1995)
19326.0|Jury Duty (1995)
9344.0|Kids (1995)
9071.0|Living in Oblivion (1995)
8973.0|Lord of Illusions (1995)
15730.0|Love & Human Remains (1993)
47608.0|Mad Love (1995)
2293.0|Mallrats (1995)
9070.0|Mighty Morphin Power Rangers: The Movie (1995)
48787.0|Mute Witness (1994)
34574.0|Nadja (1994)
1642.0|Net, The (1995)
11472.0|Nine Months (1995)
36196.0|Party Girl (1995)
11980.0|Prophecy, The (1995)
58372.0|Reckless (1995)
32646.0|Safe (1995)
10533.0|Scarlet Letter, The (1995)
10802.0|Showgirls (1995)
10149.0|Smoke (1995)
18402.0|Something to Talk About (1995)
9348.0|Species (1995)
281.0|Strange Days (1995)
5967.0|Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)
47939.0|Three Wishes (1995)
36834.0|Total Eclipse (1995)
9090.0|To Wong Foo, Thanks for Everything! Julie Newmar (1995)
3512.0|Under Siege 2: Dark Territory (1995)
52856.0|Unstrung Heroes (1995)
77350.0|Unzipped (1995)
9560.0|Walk in the Clouds, A (1995)
9804.0|Waterworld (1995)
31611.0|White Man's Burden (1995)
65796.0|Wild Bill (1995)
49805.0|Browning Version, The (1994)
26258.0|Bushwhacked (1995)
50797.0|Burnt by the Sun (Utomlyonnye solntsem) (1994)
19155.0|Before the Rain (Pred dozhdot) (1994)
76.0|Before Sunrise (1995)
11017.0|Billy Madison (1995)
37141.0|Babysitter, The (1995)
9382.0|Boys on the Side (1995)
6715.0|Cure, The (1995)
18256.0|Castle Freak (1995)
22625.0|Circle of Friends (1995)
2292.0|Clerks (1994)
1909.0|Don Juan DeMarco (1995)
8984.0|Disclosure (1994)
4954.0|Drop Zone (1994)
62488.0|Destiny Turns on the Radio (1995)
10531.0|Death and the Maiden (1994)
11929.0|Dolores Claiborne (1995)
8467.0|Dumb & Dumber (Dumb and Dumber) (1994)
10451.0|Eat Drink Man Woman (Yin shi nan nu) (1994)
20156.0|Exotica (1994)
18395.0|Exit to Eden (1994)
522.0|Ed Wood (1994)
397.0|French Kiss (1995)
10525.0|Forget Paris (1995)
27985.0|Far From Home: The Adventures of Yellow Dog (1995)
15789.0|Goofy Movie, A (1995)
27303.0|Hideaway (1995)
21183.0|Fluke (1995)
10954.0|Farinelli: il castrato (1994)
47867.0|Gordy (1995)
14275.0|Hoop Dreams (1994)
1024.0|Heavenly Creatures (1994)
17207.0|Houseguest (1994)
13701.0|Immortal Beloved (1994)
14819.0|Heavyweights (Heavy Weights) (1995)
32631.0|Hunted, The (1995)
11777.0|I.Q. (1994)
628.0|Interview with the Vampire: The Vampire Chronicles (1994)
87729.0|Jefferson in Paris (1995)
18713.0|Jerky Boys, The (1995)
6280.0|Junior (1994)
9061.0|Just Cause (1995)
37108.0|Kid in King Arthur's Court, A (1995)
6071.0|Kiss of Death (1995)
11.0|Star Wars: Episode IV - A New Hope (1977)
9587.0|Little Women (1994)
19101.0|Little Princess, A (1995)
49980.0|Ladybird Ladybird (1994)
18183.0|Like Water for Chocolate (Como agua para chocolate) (1992)
4476.0|Legends of the Fall (1994)
11008.0|Major Payne (1995)
32325.0|My Crazy Life (Mi vida loca) (1993)
43742.0|Love Affair (1994)
28313.0|Losing Isaiah (1995)
11318.0|Madness of King George, The (1994)
3036.0|Mary Shelley's Frankenstein (Frankenstein) (1994)
40490.0|Man of the House (1995)
24070.0|Mixed Nuts (1994)
8986.0|Milk Money (1994)
10510.0|Miracle on 34th Street (1994)
17402.0|Miami Rhapsody (1995)
38722.0|My Family (1995)
8438.0|Murder in the First (1995)
11593.0|Nobody's Fool (1994)
1945.0|Nell (1994)
39310.0|New Jersey Drive (1995)
109560.0|New York Cop (Nyû Yôku no koppu) (1993)
56428.0|Beyond Bedlam (1993)
131957.0|Nina Takes a Lover (1994)
241.0|Natural Born Killers (1994)
9058.0|Only You (1994)
527.0|Once Were Warriors (1994)
18220.0|Poison Ivy II (1996)
6950.0|Outbreak (1995)
101.0|Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
63020.0|Perez Family, The (1995)
2307.0|Pyromaniac's Love Story, A (1995)
680.0|Pulp Fiction (1994)
25296.0|Pushing Hands (Tui shou) (1992)
40156.0|Priest (1994)
11450.0|Quiz Show (1994)
30304.0|Picture Bride (Bijo photo) (1994)
10452.0|Queen Margot (Reine Margot, La) (1994)
12106.0|Quick and the Dead, The (1995)
161495.0|Roommates (1995)
3586.0|Ready to Wear (Pret-A-Porter) (1994)
110.0|Three Colors: Red (Trois couleurs: Rouge) (1994)
108.0|Three Colors: Blue (Trois couleurs: Bleu) (1993)
109.0|Three Colors: White (Trzy kolory: Bialy) (1994)
36357.0|Rent-a-Kid (1995)
92769.0|Relative Fear (1994)
28033.0|Stuart Saves His Family (1995)
22586.0|Swan Princess, The (1994)
14334.0|Secret of Roan Inish, The (1994)
2636.0|Specialist, The (1994)
2164.0|Stargate (1994)
11395.0|Santa Clause, The (1994)
278.0|Shawshank Redemption, The (1994)
9905.0|Shallow Grave (1994)
87078.0|Suture (1993)
12527.0|Strawberry and Chocolate (Fresa y chocolate) (1993)
20306.0|Swimming with Sharks (1995)
36614.0|Sum of Us, The (1994)
27993.0|National Lampoon's Senior Trip (1995)
31439.0|To Live (Huozhe) (1994)
9067.0|Tank Girl (1995)
9059.0|Tales from the Crypt Presents: Demon Knight (1995)
193.0|Star Trek: Generations (1994)
25066.0|Tales from the Hood (1995)
46797.0|Tom & Viv (1994)
12122.0|Village of the Damned (1995)
11381.0|Tommy Boy (1995)
32636.0|Vanya on 42nd Street (1994)
36141.0|Underneath (1995)
95963.0|Walking Dead, The (1995)
1587.0|What's Eating Gilbert Grape (1993)
9271.0|Virtuosity (1995)
2064.0|While You Were Sleeping (1995)
19855.0|War, The (1994)
60855.0|Double Happiness (1994)
236.0|Muriel's Wedding (1994)
48287.0|Baby-Sitters Club, The (1995)
3049.0|Ace Ventura: Pet Detective (1994)
2759.0|Adventures of Priscilla, Queen of the Desert, The (1994)
12635.0|Backbeat (1993)
10497.0|Bitter Moon (1992)
11382.0|Bullets Over Broadway (1994)
9331.0|Clear and Present Danger (1994)
10731.0|Client, The (1994)
10464.0|Corrina, Corrina (1994)
34152.0|Crooklyn (1994)
9495.0|Crow, The (1994)
29973.0|Cobb (1994)
888.0|Flintstones, The (1994)
13.0|Forrest Gump (1994)
712.0|Four Weddings and a Funeral (1994)
16295.0|Higher Learning (1995)
48992.0|I Like It Like That (1994)
10879.0|I Love Trouble (1994)
10660.0|It Could Happen to You (1994)
10714.0|Jungle Book, The (1994)
41647.0|Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)
8587.0|Lion King, The (1994)
1689.0|Little Buddha (1993)
11596.0|Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)
854.0|Mask, The (1994)
9359.0|Maverick (1994)
23333.0|Mrs. Parker and the Vicious Circle (1994)
36593.0|Naked Gun 33 1/3: The Final Insult (1994)
12280.0|Paper, The (1994)
2788.0|Reality Bites (1994)
10427.0|Red Rock West (1992)
11011.0|Richie Rich (1994)
8987.0|River Wild, The (1994)
1637.0|Speed (1994)
15128.0|Speechless (1994)
8831.0|Timecop (1994)
36955.0|True Lies (1994)
10449.0|When a Man Loves a Woman (1994)
10395.0|Wolf (1994)
12160.0|Wyatt Earp (1994)
40480.0|Bad Company (1995)
52038.0|Man of No Importance, A (1994)
29444.0|S.F.W. (1994)
26352.0|Low Down Dirty Shame, A (1994)
39953.0|Boys Life (1995)
41580.0|Colonel Chabert, Le (1994)
315.0|Faster Pussycat! Kill! Kill! (1965)
22067.0|Jason's Lyric (1994)
11667.0|Street Fighter (1994)
8011.0|Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
171857.0|Federal Hill (1994)
2654.0|In the Mouth of Madness (1995)
18069.0|8 Seconds (1994)
19092.0|Above the Rim (1994)
2758.0|Addams Family Values (1993)
10436.0|Age of Innocence, The (1993)
13595.0|Airheads (1994)
46094.0|Air Up There, The (1994)
9409.0|Another Stakeout (1993)
11853.0|Bad Girls (1994)
16771.0|Barcelona (1994)
46924.0|Being Human (1993)
11041.0|Beverly Hillbillies, The (1993)
306.0|Beverly Hills Cop III (1994)
14522.0|Black Beauty (1994)
26203.0|Blink (1994)
178.0|Blown Away (1994)
19819.0|Blue Chips (1994)
57834.0|Blue Sky (1994)
4722.0|Body Snatchers (1993)
18215.0|Boxing Helena (1993)
1607.0|Bronx Tale, A (1993)
26391.0|Cabin Boy (1994)
117553.0|Calendar Girl (1993)
6075.0|Carlito's Way (1993)
11310.0|City Slickers II: The Legend of Curly's Gold (1994)
18658.0|Clean Slate (1994)
9350.0|Cliffhanger (1993)
9612.0|Coneheads (1993)
2124.0|Color of Night (1994)
26261.0|Cops and Robbersons (1994)
19176.0|Cowboy Way, The (1994)
11566.0|Dave (1993)
9571.0|Dazed and Confused (1993)
9739.0|Demolition Man (1993)
34444.0|Even Cowgirls Get the Blues (1993)
26141.0|Fatal Instinct (1993)
10997.0|Farewell My Concubine (Ba wang bie ji) (1993)
10443.0|Fearless (1993)
20239.0|Fear of a Black Hat (1994)
16297.0|With Honors (1994)
18551.0|Flesh and Bone (1993)
25440.0|Widows' Peak (1994)
9024.0|For Love or Money (1993)
37233.0|Firm, The (1993)
1634.0|Free Willy (1993)
13815.0|Fresh (1994)
5503.0|Fugitive, The (1993)
35588.0|Geronimo: An American Legend (1993)
2087.0|Getaway, The (1994)
41579.0|Getting Even with Dad (1994)
18620.0|Go Fish (1994)
2019.0|Hard Target (1993)
9255.0|Hot Shots! Part Deux (1993)
26271.0|Live Nude Girls (1995)
10612.0|Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)
2259.0|House of the Spirits, The (1993)
16097.0|House Party 3 (1994)
11934.0|Hudsucker Proxy, The (1994)
106143.0|I'll Do Anything (1994)
12475.0|In the Army Now (1994)
9386.0|In the Line of Fire (1993)
7984.0|In the Name of the Father (1993)
59930.0|Inkwell, The (1994)
15765.0|What's Love Got to Do with It? (1993)
31643.0|Jimmy Hollywood (1994)
6.0|Judgment Night (1993)
329.0|Jurassic Park (1993)
10909.0|Kalifornia (1993)
507.0|Killing Zoe (1994)
29918.0|Lassie (1994)
9593.0|Last Action Hero (1993)
42580.0|Life with Mikey (1993)
22317.0|Lightning Jack (1994)
1413.0|M. Butterfly (1993)
12121.0|Made in America (1993)
2246.0|Malice (1993)
10502.0|Man Without a Face, The (1993)
10440.0|Manhattan Murder Mystery (1993)
9516.0|Menace II Society (1993)
2320.0|Executive Decision (1996)
5879.0|In the Realm of the Senses (Ai no corrida) (1976)
83718.0|What Happened Was... (1994)
11971.0|Much Ado About Nothing (1993)
31911.0|Mr. Wonderful (1993)
788.0|Mrs. Doubtfire (1993)
21450.0|Naked (1993)
11231.0|Next Karate Kid, The (1994)
10447.0|No Escape (1994)
31586.0|North (1994)
9300.0|Orlando (1992)
9559.0|Perfect World, A (1993)
9800.0|Philadelphia (1993)
713.0|Piano, The (1993)
8291.0|Poetic Justice (1993)
18133.0|Program, The (1993)
25557.0|Puppet Masters, The (1994)
22588.0|Radioland Murders (1994)
10872.0|Ref, The (1994)
1245.0|Remains of the Day, The (1993)
11858.0|Renaissance Man (1994)
7007.0|Rising Sun (1993)
10467.0|Road to Wellville, The (1994)
5550.0|RoboCop 3 (1993)
8005.0|Robin Hood: Men in Tights (1993)
2088.0|Romeo Is Bleeding (1993)
10412.0|Romper Stomper (1992)
47889.0|Ruby in Paradise (1993)
14534.0|Rudy (1993)
41878.0|Savage Nights (Nuits fauves, Les) (1992)
424.0|Schindler's List (1993)
35233.0|Scout, The (1994)
14291.0|Searching for Bobby Fischer (1993)
11236.0|Secret Garden, The (1993)
11592.0|Serial Mom (1994)
8850.0|Shadow, The (1994)
10445.0|Shadowlands (1993)
695.0|Short Cuts (1993)
43535.0|Simple Twist of Fate, A (1994)
12519.0|Sirens (1994)
23210.0|Six Degrees of Separation (1993)
858.0|Sleepless in Seattle (1993)
867.0|Sliver (1993)
78.0|Blade Runner (1982)
13203.0|Son in Law (1993)
10442.0|So I Married an Axe Murderer (1993)
11074.0|Striking Distance (1993)
9607.0|Super Mario Bros. (1993)
17585.0|Surviving the Game (1994)
9057.0|Terminal Velocity (1994)
20967.0|Thirty-Two Short Films About Glenn Gould (1993)
10635.0|Threesome (1994)
9479.0|Nightmare Before Christmas, The (1993)
10057.0|Three Musketeers, The (1993)
11969.0|Tombstone (1993)
319.0|True Romance (1993)
26408.0|War Room, The (1993)
15139.0|Pagemaster, The (1994)
11446.0|Welcome to the Dollhouse (1995)
51980.0|Germinal (1993)
24405.0|Chasers (1994)
8223.0|Kika (1993)
14587.0|Bhaji on the Beach (1993)
31504.0|Little Big League (1994)
23637.0|Ciao, Professore! (Io speriamo che me la cavo) (1992)
17600.0|Spanking the Monkey (1994)
10897.0|Little Rascals, The (1994)
21352.0|Andre (1994)
68806.0|Escort, The (Scorta, La) (1993)
37345.0|Princess Caraboo (1994)
32562.0|Celluloid Closet, The (1995)
25403.0|Dear Diary (Caro Diario) (1994)
9066.0|Brady Bunch Movie, The (1995)
771.0|Home Alone (1990)
251.0|Ghost (1990)
812.0|Aladdin (1992)
280.0|Terminator 2: Judgment Day (1991)
581.0|Dances with Wolves (1990)
268.0|Batman (1989)
274.0|Silence of the Lambs, The (1991)
408.0|Snow White and the Seven Dwarfs (1937)
10020.0|Beauty and the Beast (1991)
10895.0|Pinocchio (1940)
114.0|Pretty Woman (1990)
576.0|Wild Bunch, The (1969)
15477.0|Love and a .45 (1994)
124472.0|Great Day in Harlem, A (1994)
7300.0|One Fine Day (1996)
10824.0|Candyman: Farewell to the Flesh (1995)
275.0|Fargo (1996)
25059.0|Homeward Bound II: Lost in San Francisco (1996)
11827.0|Heavy Metal (1981)
8766.0|Hellraiser: Bloodline (1996)
23570.0|Pallbearer, The (1996)
47333.0|Jane Eyre (1996)
51242.0|Bread and Chocolate (Pane e cioccolata) (1973)
10112.0|Aristocats, The (1970)
4307.0|Flower of My Secret, The (La flor de mi secreto) (1995)
46029.0|Two Much (1995)
32308.0|Ed (1996)
28121.0|Thin Line Between Love and Hate, A (1996)
12520.0|Last Supper, The (1995)
1592.0|Primal Fear (1996)
19042.0|All Dogs Go to Heaven 2 (1996)
38884.0|Land and Freedom (Tierra y libertad) (1995)
47449.0|Denise Calls Up (1995)
36259.0|Theodore Rex (1995)
41852.0|Family Thing, A (1996)
40926.0|Frisk (1995)
9099.0|Sgt. Bilko (1996)
2021.0|Jack and Sarah (1995)
61752.0|Girl 6 (1996)
10988.0|Diabolique (1996)
12652.0|Nelly & Monsieur Arnaud (1995)
10684.0|Courage Under Fire (1996)
954.0|Mission: Impossible (1996)
68445.0|Cold Fever (Á köldum klaka) (1995)
18989.0|Moll Flanders (1996)
8840.0|Dragonheart (1996)
11107.0|Eddie (1996)
10539.0|James and the Giant Peach (1996)
10543.0|Fear (1996)
18414.0|Kids in the Hall: Brain Candy (1996)
11902.0|Underground (1995)
25087.0|Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
5801.0|Song of the Little Road (Pather Panchali) (1955)
896.0|World of Apu, The (Apur Sansar) (1959)
3065.0|Mystery Science Theater 3000: The Movie (1996)
2300.0|Space Jam (1996)
8069.0|Barbarella (1968)
27768.0|Some Folks Call It a Sling Blade (1993)
221917.0|Run of the Country, The (1995)
8072.0|Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)
33245.0|It's My Party (1996)
27281.0|Operation Dumbo Drop (1995)
40001.0|Mrs. Winterbourne (1996)
29621.0|Solo (1996)
20762.0|Substitute, The (1996)
37144.0|True Crime (1996)
12656.0|Feeling Minnesota (1996)
38867.0|Delta of Venus (1995)
25969.0|Angus (1995)
43634.0|Boys (1996)
9103.0|Quest, The (1996)
29649.0|Sunset Park (1996)
10990.0|Mulholland Falls (1996)
8866.0|Truth About Cats & Dogs, The (1996)
12233.0|Oliver & Company (1988)
23449.0|Celtic Pride (1996)
36355.0|Flipper (1996)
922.0|Dead Man (1995)
11876.0|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)
11687.0|Visitors, The (Visiteurs, Les) (1993)
9304.0|Multiplicity (1996)
503475.0|Wallace & Gromit: The Best of Aardman Animation (1996)
73183.0|Haunted World of Edward D. Wood Jr., The (1996)
9100.0|Craft, The (1996)
20759.0|Great White Hype, The (1996)
46063.0|Last Dance (1996)
32513.0|Cold Comfort Farm (1995)
36915.0|Heaven's Prisoners (1996)
9802.0|Rock, The (1996)
21588.0|Cemetery Man (Dellamorte Dellamore) (1994)
664.0|Twister (1996)
11867.0|Barb Wire (1996)
9323.0|Ghost in the Shell (Kôkaku kidôtai) (1995)
10280.0|Thinner (1996)
10535.0|Spy Hard (1996)
532.0|Wallace & Gromit: A Close Shave (1995)
16299.0|Stupids, The (1996)
10547.0|Arrival, The (1996)
935.0|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
40751.0|Ashes of Time (Dung che sai duk) (1994)
85778.0|Maya Lin: A Strong Clear Vision (1994)
11101.0|Stalingrad (1993)
9826.0|Phantom, The (1996)
9879.0|Striptease (1996)
22621.0|Heavy (1995)
7095.0|Jack (1996)
26890.0|I Shot Andy Warhol (1996)
77771.0|Touki Bouki (1973)
41225.0|Spirits of the Dead (1968)
627.0|Trainspotting (1996)
32872.0|'Til There Was You (1997)
602.0|Independence Day (a.k.a. ID4) (1996)
14553.0|Stealing Beauty (1996)
9566.0|Fan, The (1996)
10545.0|Hunchback of Notre Dame, The (1996)
9894.0|Cable Guy, The (1996)
11543.0|Kingpin (1996)
9268.0|Eraser (1996)
9327.0|Nutty Professor, The (1996)
81949.0|Unforgettable Summer, An (Un été inoubliable) (1994)
44535.0|Somebody to Love (1994)
11228.0|Daylight (1996)
10779.0|Frighteners, The (1996)
26748.0|Lone Star (1996)
38223.0|Harriet the Spy (1996)
9294.0|Phenomenon (1996)
49963.0|Walking and Talking (1996)
11363.0|She's the One (1996)
1645.0|Time to Kill, A (1996)
31546.0|American Buffalo (1996)
36344.0|Alaska (1996)
18550.0|Fled (1996)
11511.0|Kazaam (1996)
34170.0|Larger Than Life (1996)
12606.0|Very Brady Sequel, A (1996)
4837.0|Collector, The (La collectionneuse) (1967)
12632.0|Kaspar Hauser (1993)
18975.0|Adventures of Pinocchio, The (1996)
11962.0|Joe's Apartment (1996)
2925.0|First Wives Club, The (1996)
3595.0|Ransom (1996)
9308.0|High School High (1996)
18555.0|Foxfire (1996)
12123.0|Chain Reaction (1996)
10830.0|Matilda (1996)
3573.0|Emma (1996)
10546.0|Crow: City of Angels, The (1996)
18862.0|House Arrest (1996)
31417.0|Eyes Without a Face (Yeux sans visage, Les) (1959)
9431.0|Tales from the Crypt Presents: Bordello of Blood (1996)
47907.0|Spitfire Grill, The (1996)
10061.0|Escape from L.A. (1996)
549.0|Basquiat (1996)
10478.0|Tin Cup (1996)
238.0|Godfather, The (1972)
11134.0|Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
9303.0|Bound (1996)
23945.0|Carpool (1996)
22479.0|Kansas City (1996)
9054.0|Gone Fishin' (1997)
410921.0|Nothing to Lose (1994)
38955.0|Supercop 2 (Project S) (Chao ji ji hua) (1993)
11015.0|Relic, The (1997)
9306.0|Island of Dr. Moreau, The (1996)
12559.0|First Kid (1996)
58770.0|Trigger Effect, The (1996)
3587.0|Bogus (1996)
10723.0|Bulletproof (1996)
19004.0|Land Before Time III: The Time of the Great Giving (1995)
101230.0|1-900 (06) (1994)
10987.0|Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
44705.0|Twelfth Night (1996)
20318.0|Mother Night (1996)
26933.0|Wild Reeds (Les roseaux sauvages) (1994)
27854.0|For Whom the Bell Tolls (1943)
981.0|Philadelphia Story, The (1940)
872.0|Singin' in the Rain (1952)
2769.0|American in Paris, An (1951)
13320.0|Funny Face (1957)
164.0|Breakfast at Tiffany's (1961)
426.0|Vertigo (1958)
567.0|Rear Window (1954)
3078.0|It Happened One Night (1934)
13528.0|Gaslight (1944)
28288.0|Gay Divorcee, The (1934)
213.0|North by Northwest (1959)
284.0|Apartment, The (1960)
239.0|Some Like It Hot (1959)
4808.0|Charade (1963)
289.0|Casablanca (1942)
963.0|Maltese Falcon, The (1941)
11113.0|My Fair Lady (1964)
6620.0|Sabrina (1954)
804.0|Roman Holiday (1953)
26531.0|Little Princess, The (1939)
909.0|Meet Me in St. Louis (1944)
630.0|Wizard of Oz, The (1939)
770.0|Gone with the Wind (1939)
31044.0|My Favorite Year (1982)
599.0|Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
15.0|Citizen Kane (1941)
62.0|2001: A Space Odyssey (1968)
705.0|All About Eve (1950)
22490.0|Women, The (1939)
223.0|Rebecca (1940)
25670.0|Foreign Correspondent (1940)
303.0|Notorious (1946)
4174.0|Spellbound (1945)
8356.0|Affair to Remember, An (1957)
381.0|To Catch a Thief (1955)
20758.0|Father of the Bride (1950)
29376.0|Band Wagon, The (1953)
1859.0|Ninotchka (1939)
18299.0|Love in the Afternoon (1957)
17281.0|Gigi (1958)
10907.0|Adventures of Robin Hood, The (1938)
32093.0|Mark of Zorro, The (1940)
1939.0|Laura (1944)
22292.0|Ghost and Mrs. Muir, The (1947)
3598.0|Lost Horizon (1937)
3080.0|Top Hat (1935)
198.0|To Be or Not to Be (1942)
13562.0|My Man Godfrey (1936)
1712.0|Giant (1956)
220.0|East of Eden (1955)
3529.0|Thin Man, The (1934)
3085.0|His Girl Friday (1940)
2897.0|Around the World in 80 Days (1956)
1585.0|It's a Wonderful Life (1946)
3083.0|Mr. Smith Goes to Washington (1939)
900.0|Bringing Up Baby (1938)
43795.0|Penny Serenade (1941)
43905.0|Of Human Bondage (1934)
23114.0|Little Lord Fauntleroy (1936)
40206.0|Inspector General, The (1949)
260.0|39 Steps, The (1935)
10331.0|Night of the Living Dead (1968)
488.0|African Queen, The (1951)
22733.0|Beat the Devil (1953)
261.0|Cat on a Hot Tin Roof (1958)
32574.0|Meet John Doe (1941)
22649.0|Farewell to Arms, A (1932)
125587.0|Nothing Personal (1995)
52855.0|Dangerous Ground (1997)
39940.0|Picnic (1955)
85328.0|Pompatus of Love, The (1996)
11076.0|Fly Away Home (1996)
63945.0|Bliss (1997)
