id,user_id,movie_id,rating
102,279,862.0,3.0
103,280,862.0,4.5
104,282,862.0,4.5
105,283,862.0,3.0
106,288,862.0,4.5
107,290,862.0,4.0
108,291,862.0,4.0
109,292,862.0,4.0
110,293,862.0,3.0
111,298,862.0,2.0
112,304,862.0,5.0
113,307,862.0,4.0
114,314,862.0,3.0
115,322,862.0,3.5
116,323,862.0,3.5
117,328,862.0,5.0
118,330,862.0,4.0
119,332,862.0,4.0
120,334,862.0,3.5
121,336,862.0,4.0
122,337,862.0,4.0
123,339,862.0,4.0
124,341,862.0,5.0
125,347,862.0,5.0
126,350,862.0,4.0
127,353,862.0,5.0
128,357,862.0,5.0
129,359,862.0,4.0
130,364,862.0,5.0
131,367,862.0,5.0
132,372,862.0,3.0
133,373,862.0,3.0
134,378,862.0,4.5
135,380,862.0,5.0
136,381,862.0,3.5
137,382,862.0,4.5
138,385,862.0,4.0
139,389,862.0,5.0
140,391,862.0,3.0
141,396,862.0,5.0
142,399,862.0,4.0
143,401,862.0,3.5
144,411,862.0,5.0
145,412,862.0,2.0
146,414,862.0,4.0
147,420,862.0,4.0
148,422,862.0,4.0
149,432,862.0,2.5
150,434,862.0,4.0
151,436,862.0,4.0
152,438,862.0,4.5
153,443,862.0,4.0
154,448,862.0,5.0
155,451,862.0,5.0
156,453,862.0,5.0
157,456,862.0,5.0
158,460,862.0,4.5
159,462,862.0,1.5
160,468,862.0,4.0
161,469,862.0,4.0
162,470,862.0,4.0
163,471,862.0,5.0
164,474,862.0,4.0
165,476,862.0,4.0
166,477,862.0,4.0
167,480,862.0,3.0
168,483,862.0,4.0
169,484,862.0,4.5
170,488,862.0,4.5
171,490,862.0,3.5
172,492,862.0,4.0
173,500,862.0,4.0
174,504,862.0,4.0
175,509,862.0,4.0
176,514,862.0,4.0
177,517,862.0,4.0
178,522,862.0,3.0
179,524,862.0,4.0
180,525,862.0,4.0
181,528,862.0,2.5
182,529,862.0,3.0
183,533,862.0,5.0
184,534,862.0,4.0
185,541,862.0,3.0
186,544,862.0,3.0
187,550,862.0,4.0
188,555,862.0,4.0
189,559,862.0,5.0
190,560,862.0,3.0
191,561,862.0,4.0
192,562,862.0,4.5
193,567,862.0,3.5
194,570,862.0,4.0
195,572,862.0,4.0
196,573,862.0,5.0
197,579,862.0,4.0
198,580,862.0,3.0
199,584,862.0,5.0
200,587,862.0,5.0
201,590,862.0,4.0
202,596,862.0,4.0
203,597,862.0,4.0
204,599,862.0,3.0
205,600,862.0,2.5
206,601,862.0,4.0
207,603,862.0,4.0
208,604,862.0,3.0
209,605,862.0,4.0
210,606,862.0,2.5
211,607,862.0,4.0
212,608,862.0,2.5
213,609,862.0,3.0
214,610,862.0,5.0
215,1,15602.0,4.0
216,6,15602.0,5.0
217,19,15602.0,3.0
218,32,15602.0,3.0
219,42,15602.0,4.0
220,43,15602.0,5.0
221,44,15602.0,3.0
222,51,15602.0,4.0
223,58,15602.0,3.0
224,64,15602.0,3.5
225,68,15602.0,2.0
226,91,15602.0,3.0
227,100,15602.0,3.5
228,102,15602.0,5.0
229,116,15602.0,3.5
230,117,15602.0,3.0
231,150,15602.0,3.0
232,151,15602.0,3.0
233,169,15602.0,5.0
234,179,15602.0,4.0
235,217,15602.0,1.0
236,226,15602.0,3.5
237,240,15602.0,4.0
238,269,15602.0,4.0
239,270,15602.0,3.0
240,288,15602.0,4.0
241,289,15602.0,2.5
242,294,15602.0,1.0
243,302,15602.0,3.0
244,307,15602.0,3.5
245,308,15602.0,0.5
246,321,15602.0,3.0
247,330,15602.0,3.0
248,337,15602.0,4.0
249,368,15602.0,3.0
250,410,15602.0,4.0
251,414,15602.0,4.0
252,448,15602.0,3.0
253,456,15602.0,3.0
254,470,15602.0,3.0
255,477,15602.0,3.0
256,480,15602.0,2.5
257,492,15602.0,4.0
258,501,15602.0,5.0
259,544,15602.0,3.0
260,552,15602.0,1.0
261,555,15602.0,5.0
262,588,15602.0,3.0
263,590,15602.0,3.0
264,594,15602.0,4.0
265,599,15602.0,1.5
266,608,15602.0,2.0
267,1,949.0,4.0
268,6,949.0,4.0
269,11,949.0,5.0
270,18,949.0,4.0
271,23,949.0,4.0
272,24,949.0,4.5
273,28,949.0,3.5
274,32,949.0,3.0
275,44,949.0,3.0
276,45,949.0,4.0
277,57,949.0,3.0
278,62,949.0,4.5
279,64,949.0,4.5
280,68,949.0,4.0
281,79,949.0,4.0
282,82,949.0,3.5
283,84,949.0,4.0
284,91,949.0,5.0
285,102,949.0,3.0
286,105,949.0,4.0
287,109,949.0,3.0
288,112,949.0,4.5
289,117,949.0,3.0
290,121,949.0,5.0
291,140,949.0,5.0
292,150,949.0,4.0
293,160,949.0,2.0
294,166,949.0,3.5
295,181,949.0,3.0
296,182,949.0,4.5
297,191,949.0,4.0
298,195,949.0,4.0
299,199,949.0,4.0
300,202,949.0,5.0
301,217,949.0,2.0
302,219,949.0,3.5
303,220,949.0,3.5
304,239,949.0,5.0
305,244,949.0,5.0
306,266,949.0,4.0
307,269,949.0,5.0
308,270,949.0,3.0
309,274,949.0,4.0
310,282,949.0,4.0
311,286,949.0,4.5
312,294,949.0,3.0
313,297,949.0,5.0
314,305,949.0,3.5
315,308,949.0,1.0
316,312,949.0,4.0
317,313,949.0,3.0
318,314,949.0,3.0
319,317,949.0,5.0
320,318,949.0,4.0
321,325,949.0,4.0
322,336,949.0,4.0
323,337,949.0,5.0
324,339,949.0,4.0
325,353,949.0,4.0
326,362,949.0,4.0
327,368,949.0,4.0
328,372,949.0,5.0
329,373,949.0,5.0
330,380,949.0,5.0
331,385,949.0,3.0
332,386,949.0,3.0
333,389,949.0,5.0
334,391,949.0,4.0
335,400,949.0,5.0
336,414,949.0,3.0
337,425,949.0,4.0
338,434,949.0,4.0
339,437,949.0,5.0
340,438,949.0,5.0
341,444,949.0,4.0
342,451,949.0,4.0
343,469,949.0,3.0
344,470,949.0,3.0
345,474,949.0,3.0
346,480,949.0,4.0
347,486,949.0,5.0
348,492,949.0,3.0
349,493,949.0,4.0
350,501,949.0,3.0
351,521,949.0,4.0
352,524,949.0,4.0
353,532,949.0,5.0
354,553,949.0,5.0
355,559,949.0,5.0
356,561,949.0,4.0
357,573,949.0,4.5
358,577,949.0,4.0
359,580,949.0,4.0
360,588,949.0,5.0
361,590,949.0,3.5
362,592,949.0,3.0
363,597,949.0,3.0
364,599,949.0,4.5
365,602,949.0,3.0
366,603,949.0,4.0
367,604,949.0,3.0
368,610,949.0,5.0
369,1,807.0,5.0
370,4,807.0,2.0
371,6,807.0,4.0
372,8,807.0,4.0
373,13,807.0,5.0
374,14,807.0,5.0
375,15,807.0,3.5
376,16,807.0,3.5
377,17,807.0,4.0
378,18,807.0,4.5
379,19,807.0,3.0
380,26,807.0,4.0
381,28,807.0,3.0
382,39,807.0,3.0
383,41,807.0,3.5
384,42,807.0,4.0
385,43,807.0,4.0
386,47,807.0,3.0
387,54,807.0,3.0
388,56,807.0,5.0
389,58,807.0,5.0
390,62,807.0,4.5
391,63,807.0,4.0
392,64,807.0,4.5
393,66,807.0,5.0
394,68,807.0,4.0
395,72,807.0,4.5
396,75,807.0,2.0
397,76,807.0,3.5
398,81,807.0,3.0
399,82,807.0,3.5
400,91,807.0,4.5
401,94,807.0,2.0
402,102,807.0,5.0
403,104,807.0,0.5
404,105,807.0,5.0
405,109,807.0,3.0
406,110,807.0,4.5
407,112,807.0,5.0
408,116,807.0,3.5
409,117,807.0,4.0
410,121,807.0,3.0
411,122,807.0,4.5
412,123,807.0,4.5
413,126,807.0,5.0
414,129,807.0,3.5
415,131,807.0,4.0
416,132,807.0,4.0
417,133,807.0,4.0
418,134,807.0,4.0
419,135,807.0,5.0
420,136,807.0,5.0
421,140,807.0,4.0
422,141,807.0,3.0
423,142,807.0,4.0
424,144,807.0,4.5
425,152,807.0,5.0
426,156,807.0,3.5
427,160,807.0,5.0
428,166,807.0,4.0
429,171,807.0,5.0
430,176,807.0,5.0
431,177,807.0,4.5
432,178,807.0,4.5
433,179,807.0,4.0
434,181,807.0,3.0
435,182,807.0,4.0
436,187,807.0,4.0
437,191,807.0,4.0
438,192,807.0,3.0
439,198,807.0,5.0
440,199,807.0,3.0
441,200,807.0,4.0
442,204,807.0,5.0
443,217,807.0,2.0
444,219,807.0,3.5
445,220,807.0,3.0
446,222,807.0,4.0
447,223,807.0,3.0
448,226,807.0,5.0
449,227,807.0,5.0
450,230,807.0,3.0
451,232,807.0,4.5
452,233,807.0,3.5
453,239,807.0,5.0
454,241,807.0,4.0
455,242,807.0,5.0
456,247,807.0,4.0
457,249,807.0,5.0
458,251,807.0,5.0
459,254,807.0,4.5
460,260,807.0,4.5
461,261,807.0,4.0
462,268,807.0,3.0
463,274,807.0,4.0
464,284,807.0,3.0
465,286,807.0,5.0
466,288,807.0,3.5
467,294,807.0,2.0
468,297,807.0,4.0
469,298,807.0,4.0
470,301,807.0,4.5
471,302,807.0,5.0
472,305,807.0,4.0
473,307,807.0,4.0
474,313,807.0,5.0
475,314,807.0,1.0
476,317,807.0,5.0
477,318,807.0,4.0
478,322,807.0,4.0
479,326,807.0,4.0
480,328,807.0,4.5
481,330,807.0,3.0
482,332,807.0,4.0
483,334,807.0,2.0
484,336,807.0,4.5
485,337,807.0,5.0
486,339,807.0,4.5
487,346,807.0,3.5
488,347,807.0,3.0
489,351,807.0,4.5
490,352,807.0,5.0
491,353,807.0,5.0
492,354,807.0,4.0
493,362,807.0,4.5
494,368,807.0,4.0
495,369,807.0,3.5
496,370,807.0,3.5
497,372,807.0,5.0
498,373,807.0,5.0
499,379,807.0,3.0
500,380,807.0,5.0
501,381,807.0,2.0
502,386,807.0,3.0
503,387,807.0,4.5
504,391,807.0,3.0
505,400,807.0,5.0
506,402,807.0,3.0
507,403,807.0,5.0
508,404,807.0,3.0
509,411,807.0,4.0
510,412,807.0,3.0
511,414,807.0,4.0
512,415,807.0,4.0
513,417,807.0,5.0
514,419,807.0,4.0
515,424,807.0,5.0
516,425,807.0,4.5
517,426,807.0,0.5
518,432,807.0,4.0
519,433,807.0,3.0
520,434,807.0,4.0
521,437,807.0,4.0
522,441,807.0,4.5
523,444,807.0,4.0
524,445,807.0,4.5
525,446,807.0,4.0
526,448,807.0,4.0
527,452,807.0,5.0
528,453,807.0,5.0
529,462,807.0,4.0
530,464,807.0,5.0
531,468,807.0,5.0
532,469,807.0,4.0
533,470,807.0,3.0
534,474,807.0,4.0
535,477,807.0,4.0
536,480,807.0,4.5
537,483,807.0,3.5
538,484,807.0,4.0
539,486,807.0,3.0
540,489,807.0,3.0
541,498,807.0,3.0
542,505,807.0,5.0
543,507,807.0,3.0
544,512,807.0,5.0
545,514,807.0,4.0
546,517,807.0,2.0
547,524,807.0,5.0
548,525,807.0,3.5
549,534,807.0,4.0
550,540,807.0,4.5
551,541,807.0,1.0
552,542,807.0,5.0
553,551,807.0,4.5
554,560,807.0,4.0
555,561,807.0,4.5
556,565,807.0,4.0
557,570,807.0,3.5
558,573,807.0,5.0
559,574,807.0,5.0
560,580,807.0,5.0
561,584,807.0,5.0
562,588,807.0,3.0
563,590,807.0,3.0
564,597,807.0,4.0
565,599,807.0,4.0
566,600,807.0,4.0
567,601,807.0,4.0
568,602,807.0,5.0
569,606,807.0,3.0
570,608,807.0,4.5
571,610,807.0,5.0
572,1,629.0,5.0
573,5,629.0,4.0
574,6,629.0,1.0
575,7,629.0,4.5
576,8,629.0,5.0
577,16,629.0,4.0
578,17,629.0,4.5
579,18,629.0,5.0
580,23,629.0,4.0
581,24,629.0,4.0
582,28,629.0,3.5
583,29,629.0,3.5
584,32,629.0,5.0
585,33,629.0,5.0
586,35,629.0,5.0
587,38,629.0,5.0
588,39,629.0,5.0
589,41,629.0,3.0
590,42,629.0,5.0
591,45,629.0,5.0
592,46,629.0,5.0
593,54,629.0,3.0
594,57,629.0,5.0
595,58,629.0,5.0
596,60,629.0,3.0
597,61,629.0,4.5
598,63,629.0,5.0
599,64,629.0,3.0
600,66,629.0,4.0
601,68,629.0,3.0
602,69,629.0,5.0
603,72,629.0,4.5
604,80,629.0,4.5
605,84,629.0,4.0
606,88,629.0,5.0
607,91,629.0,4.5
608,96,629.0,5.0
609,103,629.0,4.0
610,105,629.0,5.0
611,109,629.0,4.0
612,112,629.0,5.0
613,117,629.0,4.0
614,122,629.0,5.0
615,124,629.0,4.5
616,131,629.0,4.0
617,132,629.0,4.0
618,133,629.0,3.0
619,140,629.0,3.0
620,142,629.0,5.0
621,145,629.0,5.0
622,152,629.0,4.5
623,156,629.0,4.0
624,160,629.0,4.0
625,162,629.0,4.0
626,166,629.0,5.0
627,174,629.0,3.0
628,177,629.0,4.0
629,178,629.0,4.5
630,182,629.0,4.5
631,187,629.0,4.5
632,191,629.0,5.0
633,195,629.0,5.0
634,197,629.0,3.0
635,198,629.0,5.0
636,199,629.0,4.0
637,202,629.0,4.0
638,211,629.0,4.0
639,215,629.0,5.0
640,217,629.0,3.0
641,219,629.0,5.0
642,220,629.0,5.0
643,221,629.0,4.5
644,222,629.0,3.0
645,228,629.0,4.5
646,233,629.0,4.0
647,237,629.0,2.5
648,239,629.0,4.5
649,241,629.0,4.0
650,246,629.0,4.5
651,247,629.0,5.0
652,249,629.0,4.0
653,254,629.0,4.5
654,260,629.0,5.0
655,261,629.0,4.0
656,262,629.0,3.0
657,266,629.0,4.0
658,268,629.0,5.0
659,274,629.0,4.0
660,275,629.0,4.0
661,278,629.0,5.0
662,279,629.0,3.5
663,280,629.0,4.5
664,282,629.0,4.5
665,287,629.0,3.5
666,290,629.0,4.0
667,294,629.0,3.0
668,295,629.0,5.0
669,296,629.0,5.0
670,297,629.0,5.0
671,298,629.0,3.5
672,301,629.0,4.5
673,305,629.0,5.0
674,307,629.0,4.5
675,308,629.0,2.5
676,309,629.0,4.5
677,313,629.0,5.0
678,314,629.0,4.0
679,317,629.0,5.0
680,322,629.0,4.0
681,323,629.0,4.5
682,326,629.0,2.0
683,327,629.0,4.5
684,328,629.0,4.0
685,329,629.0,2.0
686,330,629.0,5.0
687,331,629.0,5.0
688,332,629.0,4.0
689,335,629.0,5.0
690,336,629.0,5.0
691,337,629.0,3.0
692,338,629.0,4.5
693,343,629.0,4.5
694,346,629.0,4.0
695,348,629.0,5.0
696,352,629.0,5.0
697,354,629.0,4.5
698,356,629.0,3.5
699,357,629.0,5.0
700,362,629.0,3.5
701,363,629.0,4.0
702,368,629.0,4.0
703,370,629.0,4.5
704,372,629.0,5.0
705,373,629.0,5.0
706,380,629.0,4.0
707,381,629.0,4.5
708,382,629.0,5.0
709,385,629.0,3.0
710,386,629.0,3.0
711,387,629.0,4.5
712,391,629.0,4.0
713,394,629.0,5.0
714,396,629.0,4.0
715,400,629.0,5.0
716,411,629.0,3.0
717,414,629.0,5.0
718,415,629.0,4.5
719,418,629.0,4.5
720,419,629.0,4.0
721,424,629.0,5.0
722,425,629.0,4.5
723,432,629.0,3.0
724,433,629.0,5.0
725,435,629.0,4.0
726,437,629.0,4.0
727,444,629.0,5.0
728,446,629.0,4.0
729,448,629.0,4.0
730,449,629.0,4.5
731,453,629.0,5.0
732,455,629.0,3.0
733,462,629.0,3.5
734,469,629.0,4.0
735,470,629.0,3.0
736,472,629.0,5.0
737,474,629.0,4.0
738,480,629.0,3.5
739,482,629.0,4.0
740,483,629.0,4.5
741,495,629.0,4.0
742,497,629.0,3.0
743,501,629.0,3.0
744,510,629.0,4.0
745,512,629.0,5.0
746,515,629.0,4.5
747,522,629.0,4.5
748,524,629.0,2.0
749,525,629.0,4.5
750,541,629.0,5.0
751,553,629.0,4.0
752,555,629.0,5.0
753,560,629.0,4.0
754,561,629.0,4.5
755,562,629.0,4.0
756,565,629.0,5.0
757,566,629.0,5.0
758,567,629.0,1.0
759,568,629.0,5.0
760,569,629.0,3.0
761,573,629.0,5.0
762,580,629.0,5.0
763,587,629.0,5.0
764,588,629.0,5.0
765,590,629.0,4.5
766,593,629.0,4.5
767,595,629.0,5.0
768,596,629.0,3.5
769,597,629.0,5.0
770,599,629.0,3.5
771,601,629.0,5.0
772,602,629.0,5.0
773,606,629.0,4.5
774,608,629.0,4.5
775,610,629.0,4.0
776,1,755.0,3.0
777,18,755.0,3.5
778,19,755.0,2.0
779,34,755.0,3.5
780,45,755.0,4.0
781,51,755.0,5.0
782,57,755.0,1.0
783,64,755.0,4.0
784,68,755.0,4.0
785,103,755.0,3.5
786,122,755.0,4.5
787,132,755.0,2.5
788,182,755.0,4.5
789,187,755.0,4.0
790,195,755.0,4.0
791,249,755.0,4.0
792,274,755.0,4.5
793,283,755.0,3.0
794,286,755.0,3.0
795,294,755.0,4.0
796,295,755.0,5.0
797,297,755.0,2.0
798,305,755.0,5.0
799,307,755.0,3.5
800,313,755.0,4.0
801,336,755.0,4.0
802,353,755.0,4.0
803,354,755.0,4.5
804,361,755.0,2.0
805,362,755.0,4.0
806,368,755.0,3.0
807,372,755.0,3.0
808,380,755.0,5.0
809,387,755.0,3.5
810,391,755.0,1.0
811,405,755.0,4.0
812,425,755.0,4.0
813,428,755.0,3.0
814,438,755.0,3.0
815,450,755.0,2.0
816,452,755.0,4.0
817,453,755.0,4.0
818,469,755.0,2.0
819,489,755.0,2.0
820,546,755.0,5.0
821,560,755.0,4.0
822,571,755.0,2.0
823,580,755.0,5.0
824,594,755.0,3.5
825,597,755.0,2.0
826,599,755.0,3.5
827,603,755.0,4.0
828,606,755.0,4.0
829,608,755.0,3.0
830,610,755.0,4.0
831,1,13685.0,5.0
832,103,13685.0,4.0
833,221,13685.0,4.5
834,249,13685.0,3.0
835,260,13685.0,2.0
836,274,13685.0,3.5
837,275,13685.0,5.0
838,287,13685.0,4.0
839,307,13685.0,4.5
840,313,13685.0,5.0
841,356,13685.0,3.5
842,414,13685.0,4.0
843,448,13685.0,3.5
844,454,13685.0,3.0
845,474,13685.0,3.5
846,480,13685.0,5.0
847,500,13685.0,1.0
848,510,13685.0,4.0
849,567,13685.0,3.0
850,597,13685.0,5.0
851,599,13685.0,2.5
852,600,13685.0,4.5
853,603,13685.0,4.0
854,1,197.0,4.0
855,5,197.0,4.0
856,6,197.0,5.0
857,8,197.0,3.0
858,11,197.0,5.0
859,14,197.0,5.0
860,17,197.0,4.5
861,18,197.0,4.5
862,28,197.0,3.5
863,30,197.0,5.0
864,33,197.0,5.0
865,34,197.0,0.5
866,38,197.0,5.0
867,40,197.0,4.0
868,42,197.0,4.0
869,43,197.0,3.0
870,45,197.0,5.0
871,46,197.0,5.0
872,49,197.0,4.0
873,54,197.0,3.0
874,56,197.0,4.0
875,57,197.0,4.0
876,58,197.0,5.0
877,59,197.0,2.0
878,62,197.0,4.5
879,63,197.0,2.5
880,64,197.0,4.0
881,66,197.0,5.0
882,68,197.0,2.5
883,72,197.0,4.5
884,81,197.0,3.0
885,82,197.0,4.5
886,83,197.0,4.0
887,91,197.0,4.0
888,93,197.0,5.0
889,94,197.0,5.0
890,96,197.0,5.0
891,103,197.0,4.5
892,104,197.0,1.0
893,105,197.0,3.5
894,107,197.0,5.0
895,109,197.0,5.0
896,110,197.0,3.5
897,112,197.0,3.5
898,115,197.0,3.0
899,117,197.0,5.0
900,121,197.0,4.0
901,124,197.0,3.5
902,125,197.0,4.5
903,126,197.0,4.0
904,128,197.0,5.0
905,129,197.0,4.0
906,130,197.0,5.0
907,131,197.0,2.5
908,133,197.0,3.0
909,134,197.0,5.0
910,135,197.0,4.0
911,136,197.0,5.0
912,137,197.0,4.0
913,140,197.0,4.0
914,141,197.0,3.5
915,144,197.0,4.5
916,159,197.0,3.0
917,160,197.0,4.0
918,164,197.0,5.0
919,165,197.0,4.0
920,167,197.0,3.5
921,170,197.0,4.0
922,173,197.0,3.0
923,176,197.0,5.0
924,178,197.0,4.0
925,179,197.0,5.0
926,181,197.0,3.0
927,182,197.0,3.5
928,183,197.0,5.0
929,187,197.0,3.0
930,191,197.0,3.0
931,192,197.0,3.0
932,196,197.0,3.5
933,198,197.0,3.0
934,200,197.0,4.5
935,202,197.0,4.0
936,203,197.0,5.0
937,208,197.0,4.0
938,217,197.0,2.0
939,222,197.0,4.0
940,223,197.0,3.5
941,227,197.0,3.5
942,229,197.0,5.0
943,232,197.0,4.5
944,233,197.0,3.0
945,235,197.0,4.0
946,239,197.0,4.5
947,240,197.0,5.0
948,244,197.0,5.0
949,247,197.0,4.0
950,249,197.0,5.0
951,254,197.0,4.0
952,263,197.0,4.0
953,264,197.0,2.5
954,265,197.0,3.0
955,266,197.0,5.0
956,267,197.0,4.0
957,274,197.0,4.5
958,279,197.0,4.0
959,283,197.0,5.0
960,284,197.0,5.0
961,286,197.0,5.0
962,287,197.0,1.5
963,288,197.0,5.0
964,292,197.0,2.5
965,296,197.0,5.0
966,298,197.0,3.0
967,301,197.0,1.5
968,302,197.0,4.0
969,304,197.0,5.0
970,307,197.0,3.5
971,308,197.0,1.0
972,312,197.0,4.0
973,314,197.0,4.0
974,317,197.0,5.0
975,319,197.0,4.5
976,322,197.0,3.5
977,323,197.0,2.0
978,326,197.0,5.0
979,328,197.0,1.0
980,330,197.0,3.5
981,332,197.0,3.5
982,335,197.0,4.0
983,336,197.0,4.0
984,337,197.0,5.0
985,340,197.0,5.0
986,344,197.0,4.5
987,347,197.0,3.0
988,353,197.0,3.0
989,357,197.0,4.0
990,362,197.0,4.0
991,366,197.0,4.0
992,368,197.0,4.0
993,372,197.0,4.0
994,373,197.0,4.0
995,374,197.0,5.0
996,376,197.0,3.5
997,379,197.0,5.0
998,380,197.0,4.0
999,386,197.0,3.0
1000,387,197.0,3.5
1001,390,197.0,4.0
1002,391,197.0,5.0
1003,393,197.0,4.0
1004,394,197.0,5.0
1005,395,197.0,4.0
1006,399,197.0,3.0
1007,403,197.0,5.0
1008,404,197.0,4.0
1009,405,197.0,4.0
1010,411,197.0,4.0
1011,414,197.0,5.0
1012,419,197.0,4.0
1013,423,197.0,4.0
1014,425,197.0,4.0
1015,427,197.0,4.0
1016,428,197.0,2.5
1017,432,197.0,4.0
1018,433,197.0,3.0
1019,434,197.0,4.5
1020,437,197.0,4.0
1021,438,197.0,4.5
1022,439,197.0,3.5
1023,443,197.0,4.5
1024,444,197.0,4.0
1025,445,197.0,5.0
1026,447,197.0,5.0
1027,450,197.0,5.0
1028,452,197.0,5.0
1029,453,197.0,5.0
1030,455,197.0,4.0
1031,457,197.0,5.0
1032,458,197.0,5.0
1033,463,197.0,4.5
1034,464,197.0,5.0
1035,468,197.0,4.0
1036,469,197.0,5.0
1037,470,197.0,5.0
1038,474,197.0,3.0
1039,479,197.0,2.0
1040,480,197.0,5.0
1041,483,197.0,4.0
1042,485,197.0,3.0
1043,486,197.0,5.0
1044,489,197.0,4.5
1045,493,197.0,5.0
1046,494,197.0,5.0
1047,498,197.0,5.0
1048,507,197.0,3.0
1049,512,197.0,5.0
1050,513,197.0,4.0
1051,517,197.0,1.5
1052,522,197.0,4.0
1053,524,197.0,3.0
1054,528,197.0,5.0
1055,532,197.0,5.0
1056,536,197.0,5.0
1057,541,197.0,5.0
1058,549,197.0,3.0
1059,551,197.0,3.5
1060,555,197.0,5.0
1061,559,197.0,4.0
1062,560,197.0,4.0
1063,561,197.0,5.0
1064,562,197.0,4.0
1065,566,197.0,5.0
1066,570,197.0,3.5
1067,573,197.0,5.0
1068,574,197.0,5.0
1069,577,197.0,4.0
1070,579,197.0,5.0
1071,580,197.0,4.5
1072,584,197.0,5.0
1073,586,197.0,5.0
1074,588,197.0,5.0
1075,590,197.0,4.0
1076,592,197.0,5.0
1077,593,197.0,3.0
1078,594,197.0,5.0
1079,597,197.0,5.0
1080,599,197.0,3.5
1081,600,197.0,2.0
1082,602,197.0,5.0
1083,603,197.0,1.0
1084,604,197.0,3.0
1085,605,197.0,3.0
1086,606,197.0,3.5
1087,607,197.0,5.0
1088,608,197.0,4.0
1089,609,197.0,3.0
1090,610,197.0,4.5
1091,1,11780.0,5.0
1092,6,11780.0,4.0
1093,33,11780.0,4.0
1094,38,11780.0,5.0
1095,40,11780.0,4.0
1096,57,11780.0,3.0
1097,64,11780.0,3.0
1098,75,11780.0,2.0
1099,91,11780.0,3.0
1100,108,11780.0,2.0
1101,109,11780.0,4.0
1102,117,11780.0,3.0
1103,136,11780.0,5.0
1104,140,11780.0,4.0
1105,147,11780.0,1.5
1106,181,11780.0,3.0
1107,191,11780.0,4.0
1108,244,11780.0,5.0
1109,249,11780.0,4.0
1110,263,11780.0,4.0
1111,264,11780.0,2.5
1112,288,11780.0,4.0
1113,293,11780.0,3.0
1114,304,11780.0,4.0
1115,312,11780.0,3.0
1116,314,11780.0,3.0
1117,323,11780.0,3.5
1118,368,11780.0,3.0
1119,404,11780.0,3.0
1120,411,11780.0,4.0
1121,414,11780.0,5.0
1122,427,11780.0,3.0
1123,429,11780.0,4.0
1124,437,11780.0,3.0
1125,446,11780.0,4.0
1126,455,11780.0,3.0
1127,482,11780.0,1.0
1128,489,11780.0,3.5
1129,512,11780.0,5.0
1130,524,11780.0,5.0
1131,566,11780.0,4.0
1132,600,11780.0,3.0
1133,602,11780.0,4.0
1134,604,11780.0,3.0
1135,1,1775.0,5.0
1136,135,1775.0,2.0
1137,181,1775.0,2.0
1138,217,1775.0,2.0
1139,294,1775.0,3.0
1140,307,1775.0,2.0
1141,372,1775.0,3.0
